n	mean	stddev	min	max
2	1.012e-06	1.84609e-07	8.76e-07	1.273e-06
4	9.73667e-07	5.56437e-08	9.28e-07	1.052e-06
8	1.18433e-06	2.36731e-07	9.79e-07	1.516e-06
16	1.612e-06	2.50137e-07	1.383e-06	1.96e-06
32	2.55767e-06	7.52082e-07	1.865e-06	3.603e-06
64	4.76833e-06	1.37781e-06	3.264e-06	6.593e-06
128	7.61567e-06	2.06393e-06	5.422e-06	1.038e-05
256	1.66553e-05	2.27787e-06	1.389e-05	1.9469e-05
512	3.63797e-05	2.71781e-06	3.3035e-05	3.9692e-05
1024	4.9989e-05	1.54139e-06	4.841e-05	5.208e-05
2048	0.000136019	5.3409e-06	0.000131332	0.000143492
4096	0.000364615	3.75646e-07	0.00036416	0.00036508
8192	0.00108311	3.20452e-06	0.00107995	0.0010875
16384	0.00499569	4.82439e-06	0.00498947	0.00500123
32768	0.024867	6.31465e-06	0.0248615	0.0248759
65536	0.10879	7.53701e-06	0.108784	0.108801
131072	0.502413	0	0.502413	0.502413
