n	mean	stddev	min	max
1024	5.14667e-07	1.30375e-07	4.19e-07	6.99e-07
2048	7.07667e-07	3.89044e-08	6.73e-07	7.62e-07
4096	1.50767e-06	1.69553e-07	1.268e-06	1.634e-06
8192	2.28433e-06	1.31993e-08	2.267e-06	2.299e-06
16384	4.39333e-06	1.57973e-08	4.371e-06	4.405e-06
32768	8.64533e-06	2.7158e-08	8.62e-06	8.683e-06
65536	1.6808e-05	1.47135e-07	1.66e-05	1.6917e-05
131072	5.55727e-05	6.32085e-06	4.8394e-05	6.3775e-05
262144	8.66997e-05	1.28701e-06	8.5744e-05	8.8519e-05
524288	0.000152749	5.25894e-07	0.000152227	0.000153469
1048576	0.000287995	7.96104e-07	0.000286913	0.000288806
2097152	0.000842014	0.000172104	0.000701087	0.00108433
4194304	0.00144837	3.72284e-05	0.00140814	0.0014979
8388608	0.00321515	0.000221482	0.003042	0.00352777
16777216	0.00634419	0.000333861	0.00608415	0.0068155
33554432	0.011179	0.000188104	0.010935	0.0113928
67108864	0.023974	0.000831034	0.0233612	0.0251489
134217728	0.0454814	0.00128889	0.0443025	0.0472748
268435456	0.0897941	0.00189522	0.0880116	0.0924188
536870912	0.17904	0.00225935	0.176525	0.182004
1073741824	0.362107	0.00442938	0.357198	0.367932
