n	mean	stddev	min	max
2	2.43333e-07	1.37865e-07	1.27e-07	4.37e-07
4	2.07e-07	9.79796e-09	1.95e-07	2.19e-07
8	2.07333e-07	1.94822e-08	1.8e-07	2.24e-07
16	3.05333e-07	4.07131e-08	2.51e-07	3.49e-07
32	4.88667e-07	6.59966e-08	4.42e-07	5.82e-07
64	2.13733e-06	1.34839e-06	1.018e-06	4.034e-06
128	3.568e-06	9.94835e-07	2.576e-06	4.928e-06
256	8.64233e-06	1.85605e-06	6.743e-06	1.1161e-05
512	1.94593e-05	2.01237e-06	1.7242e-05	2.2113e-05
1024	4.26107e-05	2.30181e-06	4.037e-05	4.5776e-05
2048	9.44363e-05	3.56213e-06	9.0948e-05	9.9328e-05
4096	0.000202845	2.17818e-06	0.000199932	0.000205169
8192	0.000435632	1.47228e-05	0.000423643	0.000456369
16384	0.000935746	4.21291e-05	0.000893392	0.000993212
32768	0.00199077	7.78154e-05	0.00191122	0.0020964
65536	0.00412576	8.89579e-05	0.00406198	0.00425156
131072	0.00889332	0.000214609	0.00868122	0.00918737
262144	0.0184915	0.000169855	0.0183298	0.0187262
524288	0.0394303	0.000103693	0.0392979	0.0395511
1048576	0.0826029	0.000139704	0.0824898	0.0827997
2097152	0.174138	0.000520232	0.173672	0.174864
4194304	0.363458	0.00098257	0.362286	0.364691
8388608	0.761972	0.00133767	0.760985	0.763864
16777216	1.5953	0	1.5953	1.5953
