n	mean	stddev	min	max
2	1.281e-06	1.46536e-07	1.134e-06	1.481e-06
4	1.39667e-06	7.63341e-08	1.333e-06	1.504e-06
8	1.55767e-06	2.6837e-07	1.261e-06	1.911e-06
16	2.25067e-06	4.32028e-07	1.737e-06	2.794e-06
32	4.308e-06	8.32246e-07	3.335e-06	5.368e-06
64	6.00733e-06	1.41488e-06	4.549e-06	7.923e-06
128	1.71797e-05	1.59876e-06	1.5436e-05	1.9298e-05
256	4.81993e-05	2.85394e-06	4.5609e-05	5.2175e-05
512	0.000114965	1.93548e-06	0.000112918	0.000117562
1024	0.000151314	3.36585e-07	0.000151042	0.000151788
2048	0.000504289	8.71623e-06	0.000496583	0.000516474
4096	0.00180564	1.54579e-06	0.00180354	0.00180722
8192	0.00686667	9.96781e-06	0.00685259	0.00687437
16384	0.0281683	3.20333e-05	0.0281425	0.0282134
32768	0.116271	0	0.116271	0.116271
