n	mean	stddev	min	max
1024	1.0797e-05	1.36316e-07	1.0614e-05	1.0941e-05
2048	2.14393e-05	7.51236e-08	2.1334e-05	2.1504e-05
4096	4.21627e-05	5.1149e-08	4.2126e-05	4.2235e-05
8192	8.32863e-05	2.09699e-07	8.3072e-05	8.3571e-05
16384	0.000168057	5.35316e-07	0.00016738	0.000168689
32768	0.000337333	2.53577e-06	0.000335075	0.000340875
65536	0.000671191	4.81462e-07	0.000670633	0.000671808
131072	0.00134817	4.20462e-06	0.00134281	0.00135308
262144	0.0026985	6.66192e-06	0.00269046	0.00270678
524288	0.00538263	1.17435e-05	0.00537194	0.00539898
1048576	0.0107657	1.11271e-05	0.01075	0.0107751
2097152	0.0216402	3.85354e-05	0.021589	0.021682
4194304	0.0432672	5.81701e-05	0.0432066	0.0433457
8388608	0.0867247	3.17086e-05	0.0866996	0.0867694
16777216	0.173698	0	0.173698	0.173698
