n	mean	stddev	min	max
2	5.07333e-07	4.57918e-07	1.54e-07	1.154e-06
4	2.03e-07	3.74166e-09	1.98e-07	2.07e-07
8	2.33667e-07	3.78095e-08	1.98e-07	2.86e-07
16	3.76e-07	5.01265e-08	3.11e-07	4.33e-07
32	6.49667e-07	1.60458e-07	4.8e-07	8.65e-07
64	1.34633e-06	3.17911e-07	9.67e-07	1.745e-06
128	3.251e-06	7.29023e-07	2.456e-06	4.217e-06
256	8.09233e-06	1.06672e-06	7.006e-06	9.542e-06
512	2.19e-05	7.51098e-07	2.1119e-05	2.2914e-05
1024	4.99527e-05	5.43704e-07	4.9515e-05	5.0719e-05
2048	0.000120971	5.38206e-06	0.00011336	0.000124799
4096	0.000259923	9.80986e-07	0.000258617	0.000260981
8192	0.000565794	2.41271e-05	0.000537889	0.000596751
16384	0.00119434	2.00156e-05	0.00116962	0.00121865
32768	0.00253084	4.6888e-06	0.00252477	0.00253619
65536	0.00553528	1.73999e-05	0.00551668	0.00555853
131072	0.0117249	6.87229e-05	0.0116354	0.0118025
262144	0.0252469	4.68348e-05	0.025209	0.0253129
524288	0.0540292	0.000403502	0.0536024	0.0545706
1048576	0.115642	0.000150487	0.1155	0.11585
2097152	0.243158	0.000432044	0.242632	0.24369
4194304	0.517513	0.000744033	0.516841	0.51855
8388608	1.09621	0	1.09621	1.09621
