n	mean	stddev	min	max
4	3.16e-07	2.28619e-08	2.96e-07	3.48e-07
8	2.96333e-07	2.0548e-09	2.94e-07	2.99e-07
16	2.91e-07	2.16025e-09	2.89e-07	2.94e-07
32	3.03e-07	1.92007e-08	2.87e-07	3.3e-07
64	2.92e-07	1.63299e-09	2.9e-07	2.94e-07
128	2.96667e-07	4.02768e-09	2.91e-07	3e-07
256	2.88333e-07	3.77124e-09	2.83e-07	2.91e-07
512	2.95333e-07	1.88562e-09	2.94e-07	2.98e-07
1024	3.01e-07	6.37704e-09	2.96e-07	3.1e-07
2048	3.06e-07	7.34847e-09	2.97e-07	3.15e-07
4096	2.97667e-07	4.71405e-09	2.91e-07	3.01e-07
8192	3.05667e-07	1.16142e-08	2.96e-07	3.22e-07
