n	mean	stddev	min	max
2	1.08567e-06	1.18784e-07	9.7e-07	1.249e-06
4	1.01233e-06	5.19059e-08	9.67e-07	1.085e-06
8	1.17767e-06	1.11572e-07	1.081e-06	1.334e-06
16	1.438e-06	2.18597e-07	1.195e-06	1.725e-06
32	2.21267e-06	4.41152e-07	1.749e-06	2.806e-06
64	4.22e-06	1.01138e-06	3.031e-06	5.503e-06
128	6.97533e-06	1.16752e-06	5.485e-06	8.336e-06
256	1.53553e-05	8.3389e-07	1.4207e-05	1.6162e-05
512	3.38147e-05	1.00277e-06	3.2409e-05	3.468e-05
1024	4.20053e-05	1.10893e-06	4.0738e-05	4.3439e-05
2048	9.68723e-05	7.05546e-07	9.6297e-05	9.7866e-05
4096	0.000217478	7.15123e-07	0.000216617	0.000218368
8192	0.000480248	2.09326e-06	0.000477798	0.000482912
16384	0.00106261	2.78861e-06	0.00105929	0.00106611
32768	0.00231901	9.32765e-06	0.00230622	0.00232818
65536	0.00578789	0.000597353	0.0050431	0.00650556
131072	0.0107706	2.36459e-05	0.0107501	0.0108037
262144	0.0232034	8.10924e-05	0.0230956	0.0232911
524288	0.0508427	3.09387e-05	0.0508129	0.0508854
1048576	0.105989	7.14123e-05	0.105918	0.106087
2097152	0.224729	0.000807093	0.223611	0.225485
4194304	0.480465	0.000240988	0.480142	0.480721
8388608	1.02259	0	1.02259	1.02259
