n	mean	stddev	min	max
2	1.78867e-06	3.97635e-07	1.505e-06	2.351e-06
4	2.31567e-06	2.93372e-07	1.94e-06	2.656e-06
8	2.221e-06	7.3598e-08	2.146e-06	2.321e-06
16	2.15433e-06	3.40938e-07	1.741e-06	2.576e-06
32	1.52567e-06	3.47419e-07	1.118e-06	1.967e-06
64	2.06467e-06	7.86117e-07	1.252e-06	3.128e-06
128	2.66267e-06	6.2921e-07	1.858e-06	3.394e-06
256	5.12767e-06	1.72339e-06	3.075e-06	7.292e-06
512	1.14063e-05	2.67133e-06	8.187e-06	1.4728e-05
1024	2.77577e-05	2.43776e-06	2.4928e-05	3.0878e-05
2048	6.57647e-05	7.85445e-07	6.5182e-05	6.6875e-05
4096	0.000140359	1.56826e-06	0.000138511	0.000142345
8192	0.000301733	8.73194e-07	0.000300949	0.000302951
16384	0.000647367	1.19195e-06	0.000646335	0.000649037
32768	0.00137365	2.75303e-06	0.00136976	0.00137564
65536	0.00287328	3.48222e-06	0.00287044	0.00287819
131072	0.00617162	1.57038e-05	0.00614949	0.00618433
262144	0.0130007	3.76653e-05	0.0129714	0.0130539
524288	0.0275097	0.000149409	0.0272987	0.0276256
1048576	0.05845	4.89218e-05	0.0583809	0.0584869
2097152	0.121825	0.00030131	0.121535	0.12224
4194304	0.254934	0.00155661	0.252732	0.256047
8388608	0.537016	0	0.537016	0.537016
