n	mean	stddev	min	max
2	2.21733e-06	2.94279e-07	1.971e-06	2.631e-06
4	2.061e-06	2.07043e-07	1.881e-06	2.351e-06
8	1.02267e-06	1.53237e-07	8.83e-07	1.236e-06
16	3.14167e-06	1.77963e-06	1.673e-06	5.646e-06
32	5.09333e-06	1.57252e-06	3.551e-06	7.252e-06
64	8.39833e-06	2.31696e-06	6e-06	1.1531e-05
128	1.57423e-05	3.53356e-06	1.2071e-05	2.0514e-05
256	1.64043e-05	2.739e-06	1.4115e-05	2.0255e-05
512	3.145e-05	2.81966e-06	2.8501e-05	3.5249e-05
1024	6.18837e-05	2.1424e-06	5.9885e-05	6.4855e-05
2048	0.000119077	1.49316e-06	0.000117435	0.000121048
4096	0.000249542	3.10181e-06	0.000245221	0.000252356
8192	0.000500206	2.2393e-06	0.000497817	0.000503201
16384	0.00109403	1.65904e-05	0.00108134	0.00111747
32768	0.00225348	1.15756e-05	0.00223824	0.00226628
65536	0.0048448	1.08274e-05	0.00482952	0.00485325
131072	0.0101673	3.95482e-05	0.0101127	0.0102052
262144	0.0217274	6.17251e-05	0.0216655	0.0218117
524288	0.0455263	0.000175903	0.0453814	0.0457739
1048576	0.0976398	0.000439389	0.0971153	0.0981906
2097152	0.207764	0.0010301	0.206864	0.209206
4194304	0.458709	0.000344341	0.458403	0.45919
8388608	0.963574	0	0.963574	0.963574
