n	mean	stddev	min	max
1	0.0394126	0.00101883	0.0381052	0.0405908
2	0.019247	5.84075e-05	0.0192023	0.0193295
3	0.0136463	0.00074959	0.0129343	0.0146825
4	0.00999753	0.000212835	0.00970923	0.0102166
5	0.00999901	0.000145424	0.00982386	0.0101799
6	0.00892506	0.000219164	0.00866626	0.00920216
7	0.00741663	0.000199393	0.00719276	0.00767705
8	0.00694569	0.000603712	0.00639305	0.00778561
9	0.0103432	0.000424961	0.00987395	0.010903
10	0.0095106	6.31227e-05	0.00946527	0.00959987
11	0.00897579	0.000455761	0.00838373	0.00949244
12	0.00825484	0.00015713	0.00804006	0.00841159
13	0.00836008	0.000117023	0.00824996	0.00852213
14	0.0072942	0.000121931	0.00717572	0.00746194
15	0.00772781	0.000452098	0.00732044	0.00835825
16	0.00796666	0.000612068	0.00710275	0.00844533
17	0.00846835	0.00019155	0.00820176	0.0086433
18	0.00821525	0.00019468	0.00803705	0.0084861
19	0.00783965	0.000339448	0.00741965	0.00825099
20	0.00723864	6.19836e-05	0.00715394	0.00730054
21	0.00750773	0.000265099	0.00728122	0.00787971
22	0.00696761	4.75296e-05	0.00690609	0.00702182
23	0.00719709	0.000107531	0.00707776	0.00733839
24	0.00693708	0.000362095	0.00658583	0.00743541
25	0.00728117	0.000336654	0.00693729	0.00773827
26	0.00771022	0.000291033	0.00742359	0.00810933
27	0.00727545	0.00018227	0.00708595	0.00752153
28	0.00728369	0.000226462	0.00696625	0.00747918
29	0.00713989	0.000167304	0.00699617	0.00737452
30	0.00712093	0.000247834	0.0068743	0.00745992
31	0.00707242	0.000380312	0.00679534	0.00761018
32	0.00749302	0.000562082	0.00674127	0.00809263
