n	mean	stddev	min	max
1024	3.80667e-07	4.93716e-08	3.31e-07	4.48e-07
2048	5.36667e-07	1.16714e-08	5.21e-07	5.49e-07
4096	9.57e-07	2.05102e-08	9.28e-07	9.72e-07
8192	1.81633e-06	1.8732e-08	1.79e-06	1.832e-06
16384	3.496e-06	1.35892e-08	3.477e-06	3.508e-06
32768	6.83867e-06	2.90325e-08	6.802e-06	6.873e-06
65536	1.31867e-05	3.38264e-08	1.3139e-05	1.3214e-05
131072	3.4365e-05	4.95552e-06	2.7357e-05	3.791e-05
262144	7.5367e-05	9.24001e-07	7.4121e-05	7.6331e-05
524288	0.000127532	4.44511e-07	0.000127183	0.000128159
1048576	0.000231448	6.49004e-07	0.00023058	0.00023214
2097152	0.000572051	1.31553e-05	0.000553728	0.000584005
4194304	0.00127886	1.48189e-05	0.00126835	0.00129982
8388608	0.00350264	0.000808673	0.00260706	0.00456637
16777216	0.00513471	0.000375603	0.00486485	0.00566587
33554432	0.00975519	0.000553928	0.00929764	0.0105346
67108864	0.0208956	0.00148886	0.0194766	0.0229523
134217728	0.0401602	0.000921722	0.039356	0.0414507
268435456	0.0796537	0.000140353	0.0794902	0.0798329
536870912	0.156494	0.00200991	0.154335	0.159174
1073741824	0.311817	0.00216426	0.309108	0.314405
