n	mean	stddev	min	max
2	1.37467e-06	1.27186e-07	1.273e-06	1.554e-06
4	1.31967e-06	8.20664e-08	1.22e-06	1.421e-06
8	1.391e-06	1.26841e-07	1.23e-06	1.54e-06
16	1.84233e-06	2.27832e-07	1.613e-06	2.153e-06
32	3.39467e-06	4.16311e-07	2.958e-06	3.955e-06
64	5.92633e-06	2.32727e-06	3.817e-06	9.169e-06
128	1.0578e-05	2.56601e-06	7.977e-06	1.407e-05
256	2.43193e-05	4.45799e-06	1.9241e-05	3.0094e-05
512	2.4606e-05	2.77053e-06	2.1563e-05	2.8265e-05
1024	4.88013e-05	2.71453e-06	4.6334e-05	5.2582e-05
2048	9.87673e-05	3.28667e-06	9.5676e-05	0.000103319
4096	0.000208774	2.42955e-06	0.000206843	0.000212201
8192	0.000432498	2.24037e-06	0.000430711	0.000435657
16384	0.000926302	2.31664e-06	0.000923142	0.000928631
32768	0.00198267	1.01053e-05	0.00197334	0.00199671
65536	0.00419333	4.48032e-06	0.00418948	0.00419961
131072	0.00890325	9.63269e-06	0.0088898	0.00891187
262144	0.0188222	1.38534e-05	0.0188111	0.0188417
524288	0.0396864	5.78267e-05	0.0396329	0.0397667
1048576	0.0835492	5.43767e-05	0.0834889	0.0836207
2097152	0.175965	0	0.175965	0.175965
