n	mean	stddev	min	max
1024	1.11503e-05	1.70197e-07	1.092e-05	1.1326e-05
2048	2.2192e-05	2.41661e-08	2.2158e-05	2.2212e-05
4096	5.46307e-05	5.95194e-06	4.658e-05	6.0784e-05
8192	0.000107032	1.22929e-05	9.0722e-05	0.000120399
16384	0.000181452	2.69203e-07	0.000181083	0.000181717
32768	0.000363237	6.65487e-07	0.000362373	0.000363992
65536	0.000727136	3.93411e-07	0.000726584	0.000727474
131072	0.00145708	2.77324e-05	0.00143315	0.00149596
262144	0.00285683	2.26949e-05	0.00283061	0.00288597
524288	0.00560601	8.69511e-05	0.00553317	0.00572823
1048576	0.011067	5.80469e-06	0.011061	0.0110749
2097152	0.0224256	0.000109684	0.0223089	0.0225725
4194304	0.0454345	0.000260183	0.045149	0.0457783
8388608	0.0898816	0.000187606	0.0896163	0.0900168
16777216	0.181288	0.000194341	0.181014	0.181446
33554432	0.360179	0.000631346	0.359311	0.360793
67108864	0.72168	0.000880703	0.720619	0.722775
134217728	1.44217	0	1.44217	1.44217
