n	mean	stddev	min	max
4	4.72667e-07	2.35038e-07	3.01e-07	8.05e-07
8	3.16e-07	2.37627e-08	2.94e-07	3.49e-07
16	3.31667e-07	2.03688e-08	3.13e-07	3.6e-07
32	3.33667e-07	2.44586e-08	3.09e-07	3.67e-07
64	3.63e-07	5.09902e-09	3.58e-07	3.7e-07
128	4.15333e-07	1.81904e-08	4.01e-07	4.41e-07
256	4.90667e-07	1.85532e-08	4.7e-07	5.15e-07
512	6.87e-07	2.40416e-08	6.7e-07	7.21e-07
1024	1.093e-06	8.64099e-09	1.081e-06	1.101e-06
2048	1.771e-06	1.57692e-08	1.754e-06	1.792e-06
4096	3.23967e-06	4.59662e-08	3.187e-06	3.299e-06
8192	6.03633e-06	2.2529e-08	6.005e-06	6.057e-06
