n	mean	stddev	min	max
2	2.40667e-07	1.06346e-07	1.45e-07	3.89e-07
4	1.68e-07	4.54606e-09	1.62e-07	1.73e-07
8	2.01333e-07	3.47019e-08	1.59e-07	2.44e-07
16	3.10333e-07	5.08877e-08	2.52e-07	3.76e-07
32	4.91333e-07	9.30746e-08	3.97e-07	6.18e-07
64	2.18467e-06	1.53665e-06	9.16e-07	4.347e-06
128	3.74733e-06	1.00265e-06	2.719e-06	5.107e-06
256	8.34567e-06	1.9388e-06	6.134e-06	1.0855e-05
512	1.9042e-05	2.36311e-06	1.6368e-05	2.2115e-05
1024	4.25723e-05	2.4357e-06	4.0127e-05	4.5896e-05
2048	0.000106895	1.69543e-06	0.000105476	0.000109278
4096	0.00020846	4.07193e-06	0.000205535	0.000214218
8192	0.000445538	7.82716e-06	0.000435101	0.00045395
16384	0.00090571	2.21948e-05	0.000885453	0.000936603
32768	0.00190877	1.15516e-05	0.00189457	0.00192287
65536	0.00407484	4.73124e-05	0.0040403	0.00414174
131072	0.0086334	1.88181e-05	0.00860897	0.00865476
262144	0.0182224	1.74386e-05	0.0181983	0.0182389
524288	0.0387123	8.58699e-05	0.0386335	0.0388317
1048576	0.0817282	0.000347309	0.0812383	0.0820043
2097152	0.17113	0.000485676	0.170745	0.171815
4194304	0.361114	0.000730737	0.360541	0.362145
8388608	0.751687	0.000686563	0.750965	0.75261
16777216	1.62506	0	1.62506	1.62506
