n	mean	stddev	min	max
2	2.15733e-06	4.82998e-07	1.751e-06	2.836e-06
4	2.13433e-06	3.41207e-07	1.771e-06	2.591e-06
8	2.18033e-06	4.00034e-07	1.89e-06	2.746e-06
16	1.352e-06	1.72594e-07	1.198e-06	1.593e-06
32	2.105e-06	6.25699e-07	1.629e-06	2.989e-06
64	3.191e-06	5.72873e-07	2.527e-06	3.925e-06
128	6.48967e-06	9.86327e-07	5.329e-06	7.74e-06
256	5.992e-06	1.05379e-06	4.765e-06	7.338e-06
512	1.25537e-05	1.64893e-06	1.0539e-05	1.4578e-05
1024	2.69327e-05	2.49511e-06	2.4432e-05	3.0339e-05
2048	4.50897e-05	3.67043e-06	4.1149e-05	4.9986e-05
4096	8.61633e-05	6.63272e-06	7.7087e-05	9.2752e-05
8192	0.000166013	2.29544e-06	0.000163568	0.000169085
16384	0.000344212	2.83194e-06	0.00034193	0.000348203
32768	0.000724959	4.33423e-06	0.000721199	0.000731031
65536	0.00150152	3.17843e-06	0.00149719	0.00150472
131072	0.00311414	6.4264e-06	0.00310506	0.00311916
262144	0.00649689	5.93404e-05	0.00645148	0.00658071
524288	0.0132816	4.39835e-06	0.0132754	0.0132851
1048576	0.0277259	2.28621e-05	0.0277023	0.0277568
2097152	0.0571432	1.48795e-05	0.057128	0.0571634
4194304	0.118221	4.75073e-05	0.118183	0.118288
8388608	0.245751	0.000142249	0.24562	0.245949
16777216	0.504668	0	0.504668	0.504668
