n	mean	stddev	min	max
1024	3.15333e-07	5.23089e-08	2.67e-07	3.88e-07
2048	4.24667e-07	1.18415e-08	4.1e-07	4.39e-07
4096	7.17667e-07	2.44994e-08	6.85e-07	7.44e-07
8192	1.31233e-06	2.32283e-08	1.293e-06	1.345e-06
16384	2.44233e-06	2.10449e-08	2.419e-06	2.47e-06
32768	6.614e-06	2.47164e-06	4.734e-06	1.0106e-05
65536	9.45633e-06	3.65726e-08	9.422e-06	9.507e-06
131072	1.95407e-05	7.17697e-08	1.9458e-05	1.9633e-05
262144	5.86793e-05	6.62226e-07	5.7745e-05	5.9202e-05
524288	9.6133e-05	1.01826e-06	9.4748e-05	9.7167e-05
1048576	0.000172965	7.11838e-07	0.000172192	0.00017391
2097152	0.000905069	0.00042243	0.000580747	0.00150172
4194304	0.00205677	0.0012293	0.00116949	0.00379513
8388608	0.00246876	9.36928e-05	0.00236037	0.00258896
16777216	0.00464391	0.000371414	0.00434516	0.00516743
33554432	0.00928048	0.00024497	0.00899924	0.0095963
67108864	0.0176604	0.000339341	0.0173967	0.0181395
134217728	0.0362363	0.00142568	0.0345932	0.0380698
268435456	0.072491	0.00155755	0.0703482	0.0740044
536870912	0.144184	0.000688019	0.143664	0.145156
1073741824	0.303332	0.00106563	0.302139	0.304726
