n	mean	stddev	min	max
1024	4.73e-07	1.38804e-08	4.56e-07	4.9e-07
2048	5.82e-07	6.48074e-09	5.73e-07	5.88e-07
4096	8.67333e-07	1.13235e-08	8.52e-07	8.79e-07
8192	1.38733e-06	1.79691e-08	1.365e-06	1.409e-06
16384	2.45967e-06	3.9752e-08	2.42e-06	2.514e-06
32768	4.61433e-06	3.90754e-08	4.58e-06	4.669e-06
65536	9.42233e-06	3.332e-08	9.387e-06	9.467e-06
131072	1.8058e-05	6.23592e-08	1.7971e-05	1.8114e-05
262144	3.48277e-05	9.74109e-09	3.4814e-05	3.4836e-05
524288	6.86127e-05	1.15854e-08	6.86e-05	6.8628e-05
1048576	0.000144885	6.25123e-06	0.000140014	0.00015371
2097152	0.000528179	7.54015e-05	0.000471041	0.000634719
4194304	0.00151838	0.000486979	0.0010829	0.00219817
8388608	0.0026944	0.000586144	0.00220374	0.00351834
16777216	0.00463956	0.000108239	0.00448755	0.00473115
33554432	0.00940068	0.000165205	0.00919229	0.00959636
67108864	0.0188032	0.000171473	0.0185665	0.0189674
134217728	0.0381292	0.000962618	0.0371303	0.0394296
268435456	0.0759675	0.00128918	0.0750346	0.0777905
536870912	0.151672	0	0.151672	0.151672
