n	mean	stddev	min	max
2	2.55e-07	1.42185e-07	1.15e-07	4.5e-07
4	1.77667e-07	1.94822e-08	1.51e-07	1.97e-07
8	1.87e-07	2.72764e-08	1.57e-07	2.23e-07
16	3.76e-07	1.23494e-07	2.46e-07	5.42e-07
32	6.19333e-07	1.52005e-07	4.81e-07	8.31e-07
64	1.297e-06	4.72551e-07	7.6e-07	1.91e-06
128	2.734e-06	6.74277e-07	1.984e-06	3.619e-06
256	6.118e-06	1.29297e-06	4.569e-06	7.734e-06
512	1.41703e-05	1.53747e-06	1.25e-05	1.6211e-05
1024	3.40923e-05	1.769e-06	3.2021e-05	3.6343e-05
2048	8.5987e-05	1.46075e-05	7.5582e-05	0.000106645
4096	0.000210352	7.31139e-06	0.000203438	0.000220467
8192	0.000380791	1.92865e-05	0.000364486	0.000407879
16384	0.000732946	1.29698e-05	0.000720334	0.000750786
32768	0.00153266	3.03403e-06	0.00153045	0.00153695
65536	0.00323662	1.60652e-05	0.00321803	0.00325722
131072	0.00685551	1.20112e-05	0.00683853	0.00686403
262144	0.0144286	1.09983e-05	0.0144134	0.0144389
524288	0.0306034	2.64844e-05	0.0305798	0.0306404
1048576	0.0657643	0.000280826	0.065369	0.0659948
2097152	0.133652	0.000170307	0.133421	0.133827
4194304	0.283557	0.00318489	0.27938	0.287104
8388608	0.580574	0.000466577	0.579921	0.580984
16777216	1.24575	0	1.24575	1.24575
