n	mean	stddev	min	max
2	0.0013342	4.52632e-05	0.0013004	0.00139818
4	0.00233282	0.000206757	0.00215783	0.00262318
8	0.00458156	0.00108775	0.00304326	0.00535516
16	0.00725495	0.000590281	0.00683443	0.00808973
32	0.0125967	0.000198846	0.0123168	0.0127601
64	0.0232712	0.00182727	0.0219505	0.0258551
128	0.0445234	0.00181331	0.0432302	0.0470878
256	0.0960595	0.000431322	0.0954498	0.0963813
512	0.185111	0.00275782	0.183119	0.189011
1024	0.354246	0.011817	0.345673	0.370956
2048	0.737163	0	0.737163	0.737163
