n	mean	stddev	min	max
1024	6.18667e-07	1.80666e-07	4.83e-07	8.74e-07
2048	8.49667e-07	1.99388e-08	8.3e-07	8.77e-07
4096	6.718e-06	7.30451e-06	1.508e-06	1.7048e-05
8192	2.95067e-06	2.52499e-08	2.925e-06	2.985e-06
16384	5.69633e-06	8.37987e-09	5.685e-06	5.705e-06
32768	1.13123e-05	4.67784e-08	1.1252e-05	1.1366e-05
65536	2.1463e-05	4.0653e-08	2.1428e-05	2.152e-05
131072	6.77957e-05	4.44811e-06	6.2719e-05	7.3551e-05
262144	0.000112234	4.95992e-06	0.000105421	0.000117085
524288	0.000191919	3.918e-07	0.000191383	0.000192308
1048576	0.000364217	1.32343e-06	0.000362616	0.000365857
2097152	0.000752406	8.57334e-06	0.000741839	0.000762838
4194304	0.00177093	8.88282e-05	0.00166572	0.00188298
8388608	0.00347103	0.000174994	0.00322355	0.00359542
16777216	0.00659211	0.000254593	0.00624455	0.0068473
33554432	0.01301	0.00044731	0.0124313	0.0135205
67108864	0.027404	0.00130588	0.0259101	0.0290912
134217728	0.0526166	0.00093977	0.0513232	0.0535282
268435456	0.104	0.00241023	0.101826	0.107361
536870912	0.20937	0.000696564	0.208491	0.210194
1073741824	0.447372	0.0393667	0.417532	0.502995
