n	mean	stddev	min	max
2	0.00969261	5.49175e-05	0.00961495	0.00973223
4	0.0157424	0.000222455	0.0155592	0.0160555
8	0.0170517	0.00022168	0.0168786	0.0173646
16	0.0239812	5.6629e-05	0.0239098	0.0240483
32	0.0332439	2.13217e-05	0.0332208	0.0332722
64	0.0407421	6.11722e-05	0.0406647	0.0408143
128	0.0455898	0.00019647	0.0453467	0.0458279
256	0.0525148	0.000135726	0.0523633	0.0526926
512	0.0594986	0.000192916	0.059354	0.0597713
1024	0.0691195	3.41581e-05	0.0690875	0.0691668
2048	0.0754608	9.40308e-05	0.0753902	0.0755936
4096	0.08359	5.88266e-05	0.0835259	0.083668
8192	0.0936679	0.000150203	0.0935495	0.0938799
16384	0.100941	0.000259892	0.100599	0.101229
32768	0.111357	6.12416e-05	0.111272	0.111415
65536	0.123936	0.000237322	0.12374	0.12427
131072	0.132931	0.000178412	0.132691	0.13312
262144	0.144445	0.000208529	0.14419	0.1447
524288	0.152393	8.28653e-05	0.152319	0.152509
1048576	0.152455	0.000132013	0.152288	0.152611
2097152	0.155417	0.0010301	0.154548	0.156864
4194304	0.152883	0.000213106	0.152582	0.153044
8388608	0.15389	6.2993e-05	0.153818	0.153972
