n	mean	stddev	min	max
1024	8.01e-07	4.23746e-07	4.86e-07	1.4e-06
2048	8.62e-07	3.80526e-08	8.1e-07	9e-07
4096	1.54167e-06	6.63191e-08	1.487e-06	1.635e-06
8192	6.08667e-06	4.29456e-06	3.022e-06	1.216e-05
16384	5.719e-06	1.2083e-08	5.709e-06	5.736e-06
32768	1.26477e-05	1.73405e-06	1.1337e-05	1.5098e-05
65536	2.28287e-05	7.82404e-08	2.2755e-05	2.2937e-05
131072	4.3762e-05	2.94392e-08	4.3732e-05	4.3802e-05
262144	0.000137501	7.78531e-06	0.000131957	0.000148511
524288	0.000191458	4.36773e-07	0.000191044	0.000192062
1048576	0.000423003	4.21539e-05	0.000363888	0.000459231
2097152	0.000897307	8.588e-05	0.000829327	0.00101846
4194304	0.00188733	8.31711e-05	0.00181128	0.00200306
8388608	0.00352191	5.25456e-05	0.00344783	0.00356402
16777216	0.0073082	0.00116216	0.00619	0.00891043
33554432	0.0133209	0.000529692	0.0127705	0.0140362
67108864	0.0261994	0.00158739	0.0247961	0.0284185
134217728	0.0533388	0.000887784	0.0526633	0.0545931
268435456	0.104496	0.000377623	0.104021	0.104945
536870912	0.207528	0.00102605	0.206079	0.208312
1073741824	0.476192	0.0311646	0.432124	0.498803
