n	mean	stddev	min	max
2	2.02067e-06	1.03506e-07	1.875e-06	2.106e-06
4	1.907e-06	1.37239e-07	1.805e-06	2.101e-06
8	2.48233e-06	2.12423e-07	2.205e-06	2.721e-06
16	1.46133e-06	2.30111e-07	1.235e-06	1.777e-06
32	1.895e-06	4.24392e-07	1.466e-06	2.473e-06
64	3.77933e-06	9.25559e-07	2.697e-06	4.958e-06
128	8.48067e-06	1.40907e-06	6.772e-06	1.0223e-05
256	9.92833e-06	5.19524e-07	9.24e-06	1.0495e-05
512	2.4423e-05	9.40401e-07	2.3401e-05	2.5671e-05
1024	5.50513e-05	6.99079e-06	4.9291e-05	6.489e-05
2048	0.000112712	2.34783e-06	0.000110347	0.000115913
4096	0.000244424	2.97709e-06	0.000240362	0.000247414
8192	0.000543706	2.44264e-06	0.000541518	0.000547115
16384	0.00120782	4.64919e-07	0.00120736	0.00120845
32768	0.00277509	5.97235e-06	0.00276704	0.00278133
65536	0.00617015	1.45141e-05	0.00615092	0.00618597
131072	0.0133881	1.90805e-05	0.0133614	0.0134048
262144	0.0308959	4.51198e-05	0.0308339	0.0309399
524288	0.0695848	0.000101444	0.0694945	0.0697265
1048576	0.153019	0.000158694	0.152802	0.153178
2097152	0.351989	0.000417814	0.351521	0.352535
4194304	0.776839	0	0.776839	0.776839
