n	mean	stddev	min	max
2	0.0021904	1.31794e-05	0.00217819	0.0022087
4	0.00288758	5.40464e-05	0.0028216	0.00295399
8	0.00355222	6.70626e-05	0.00346725	0.00363119
16	0.00416631	0.000120612	0.00407054	0.00433643
32	0.004998	2.79814e-05	0.00496023	0.00502712
64	0.00577812	9.75151e-05	0.00570139	0.00591573
128	0.00653093	5.65224e-05	0.00646214	0.00660059
256	0.00711837	0.000189673	0.00696008	0.00738506
512	0.00826703	0.000176143	0.00802123	0.00842494
1024	0.00866541	0.000116656	0.00851776	0.00880297
2048	0.00959339	2.84527e-05	0.00955422	0.00962095
4096	0.0117151	0.000138756	0.0115471	0.0118869
8192	0.0135229	0.000223023	0.0133322	0.0138358
16384	0.0174212	7.26878e-05	0.0173557	0.0175225
32768	0.0204705	7.97905e-05	0.0203607	0.0205481
65536	0.0252022	0.000341575	0.0248403	0.0256602
131072	0.0333558	0.000267681	0.0330762	0.0337166
262144	0.04515	1.64891e-05	0.0451291	0.0451695
524288	0.0591892	6.39398e-05	0.0591388	0.0592795
1048576	0.0696433	2.79327e-05	0.0696131	0.0696804
2097152	0.072779	2.24102e-05	0.0727493	0.0728034
4194304	0.0728848	1.99269e-05	0.0728683	0.0729129
