n	mean	stddev	min	max
4	3.38667e-07	5.04403e-08	3.03e-07	4.1e-07
8	3.08667e-07	1.02089e-08	2.96e-07	3.21e-07
16	3.59333e-07	7.75686e-08	2.92e-07	4.68e-07
32	3.02333e-07	1.38163e-08	2.88e-07	3.21e-07
64	3.13e-07	8.48528e-09	3.07e-07	3.25e-07
128	3.10667e-07	7.36357e-09	3.02e-07	3.2e-07
256	3.37333e-07	3.68179e-09	3.33e-07	3.42e-07
512	3.65e-07	3.55903e-09	3.6e-07	3.68e-07
1024	4.39e-07	9.20145e-09	4.26e-07	4.46e-07
2048	5.97667e-07	1.69967e-09	5.96e-07	6e-07
4096	8.82333e-07	4.78423e-09	8.78e-07	8.89e-07
8192	1.454e-06	1.51217e-08	1.435e-06	1.472e-06
