n	mean	stddev	min	max
2	2.28e-07	1.10752e-07	1.31e-07	3.83e-07
4	1.71e-07	1.66733e-08	1.48e-07	1.87e-07
8	1.83333e-07	1.30213e-08	1.7e-07	2.01e-07
16	2.91e-07	2.82489e-08	2.52e-07	3.18e-07
32	4.38667e-07	5.79904e-08	3.81e-07	5.18e-07
64	8.94333e-07	1.18843e-07	7.67e-07	1.053e-06
128	2.25033e-06	3.79096e-07	1.889e-06	2.774e-06
256	7.78067e-06	1.0387e-06	6.639e-06	9.152e-06
512	2.0661e-05	1.21862e-06	1.9201e-05	2.2184e-05
1024	4.89347e-05	1.01157e-06	4.7768e-05	5.0235e-05
2048	0.000118627	1.44996e-05	0.00010808	0.00013913
4096	0.000275463	4.05559e-05	0.000242126	0.00033255
8192	0.000503935	8.94315e-06	0.000495527	0.000516321
16384	0.00104337	1.28054e-05	0.00103121	0.00106108
32768	0.00221753	1.05583e-05	0.00220938	0.00223244
65536	0.00477555	1.40422e-05	0.00476034	0.00479421
131072	0.0102926	6.27043e-06	0.0102838	0.0102977
262144	0.0224392	3.50024e-05	0.0224126	0.0224886
524288	0.0485306	8.62244e-05	0.0484379	0.0486456
1048576	0.10601	0.000980873	0.104905	0.107289
2097152	0.242146	0.00142382	0.240708	0.244086
4194304	0.610376	0.0255966	0.577337	0.639706
8388608	1.35784	0	1.35784	1.35784
