n	mean	stddev	min	max
1024	3.26667e-07	4.81825e-08	2.8e-07	3.93e-07
2048	4.30667e-07	1.79877e-08	4.16e-07	4.56e-07
4096	1.04e-06	2.43805e-07	7.04e-07	1.275e-06
8192	1.31733e-06	1.21198e-08	1.301e-06	1.33e-06
16384	2.444e-06	1.55134e-08	2.423e-06	2.46e-06
32768	4.71933e-06	1.01434e-08	4.705e-06	4.727e-06
65536	9.58967e-06	5.15127e-08	9.546e-06	9.662e-06
131072	3.6319e-05	4.45498e-06	3.0026e-05	3.9728e-05
262144	5.9004e-05	1.84844e-06	5.6434e-05	6.0703e-05
524288	9.45837e-05	1.77198e-06	9.2115e-05	9.6191e-05
1048576	0.000174273	6.24172e-07	0.0001736	0.000175104
2097152	0.000495573	5.5024e-06	0.000487862	0.000500334
4194304	0.00179159	0.000919937	0.00112949	0.00309251
8388608	0.0029983	0.000833598	0.00237581	0.00417656
16777216	0.00470328	0.000198934	0.00455166	0.00498432
33554432	0.00924447	0.0002955	0.00882929	0.00949328
67108864	0.017705	0.000398202	0.0171799	0.0181438
134217728	0.0374444	0.000717569	0.0367092	0.0384177
268435456	0.0738449	0.00169189	0.0715556	0.075592
536870912	0.146496	0.00224414	0.144277	0.149571
1073741824	0.293688	0.00209251	0.290865	0.295869
