n	mean	stddev	min	max
1024	5.46e-07	4.74201e-08	5.1e-07	6.13e-07
2048	7.06e-07	1.44453e-08	6.87e-07	7.22e-07
4096	1.09567e-06	1.57551e-08	1.074e-06	1.111e-06
8192	1.89367e-06	1.75563e-08	1.872e-06	1.915e-06
16384	3.44867e-06	1.37679e-08	3.437e-06	3.468e-06
32768	6.58033e-06	3.8681e-08	6.526e-06	6.613e-06
65536	1.32077e-05	3.88702e-08	1.3162e-05	1.3257e-05
131072	2.55823e-05	7.25963e-08	2.5487e-05	2.5663e-05
262144	5.0765e-05	3.65018e-07	5.0452e-05	5.1277e-05
524288	9.9984e-05	1.06605e-07	9.9861e-05	0.000100121
1048576	0.000203142	4.20363e-07	0.00020255	0.000203485
2097152	0.000529128	1.60701e-05	0.000506526	0.000542485
4194304	0.00116785	5.7508e-05	0.00112115	0.00124887
8388608	0.00292751	0.0002784	0.00261742	0.00329266
16777216	0.0048777	7.7852e-05	0.0048015	0.00498462
33554432	0.0102621	0.000187755	0.00999767	0.0104153
67108864	0.0209386	0.00029412	0.0206907	0.0213518
134217728	0.0421214	0.000981524	0.0414065	0.0435093
268435456	0.0836692	0.00102213	0.0828756	0.0851123
536870912	0.167142	0	0.167142	0.167142
