n	mean	stddev	min	max
2	4.89967e-06	3.84683e-06	1.725e-06	1.0313e-05
4	2.76267e-06	4.34383e-07	2.206e-06	3.266e-06
8	2.87733e-06	7.72878e-07	1.875e-06	3.756e-06
16	1.95567e-06	1.26402e-06	8.87e-07	3.731e-06
32	2.42133e-06	6.75188e-07	1.618e-06	3.27e-06
64	1.98633e-06	7.47741e-07	1.242e-06	3.009e-06
128	4.82933e-06	1.15699e-06	3.578e-06	6.368e-06
256	8.96767e-06	1.72856e-06	6.94e-06	1.1164e-05
512	1.88003e-05	1.97542e-06	1.6452e-05	2.1285e-05
1024	4.86157e-05	3.49602e-06	4.4955e-05	5.3324e-05
2048	9.3714e-05	1.86081e-06	9.143e-05	9.5988e-05
4096	0.000213115	1.74973e-06	0.000211513	0.000215549
8192	0.000445826	2.49058e-06	0.000442612	0.000448681
16384	0.00099858	3.14818e-06	0.000994826	0.00100253
32768	0.00208943	7.48757e-06	0.00207903	0.00209635
65536	0.0045856	4.39474e-06	0.0045819	0.00459178
131072	0.0096013	1.12992e-05	0.00958781	0.00961547
262144	0.0208749	2.46387e-05	0.0208411	0.0208992
524288	0.0434466	4.71558e-05	0.0433854	0.0435002
1048576	0.093926	5.78499e-05	0.0938536	0.0939952
2097152	0.200703	0.000292943	0.20048	0.201117
4194304	0.453995	0	0.453995	0.453995
