n	mean	stddev	min	max
2	2.016e-06	1.96129e-07	1.826e-06	2.286e-06
4	2.022e-06	8.80606e-08	1.95e-06	2.146e-06
8	1.12467e-06	8.66192e-08	1.007e-06	1.213e-06
16	1.53167e-06	3.27378e-07	1.22e-06	1.984e-06
32	2.04367e-06	3.69455e-07	1.695e-06	2.555e-06
64	4.13967e-06	7.91566e-07	3.281e-06	5.191e-06
128	7.62433e-06	1.75548e-06	5.469e-06	9.769e-06
256	7.71567e-06	1.74557e-06	5.666e-06	9.932e-06
512	1.69683e-05	2.68075e-06	1.3853e-05	2.0397e-05
1024	3.689e-05	1.85208e-06	3.46e-05	3.9136e-05
2048	7.14523e-05	1.31631e-06	6.9828e-05	7.3052e-05
4096	0.000150191	1.503e-06	0.000148872	0.000152294
8192	0.000322045	1.84228e-06	0.000320728	0.00032465
16384	0.000701426	1.15013e-06	0.000700289	0.000703002
32768	0.00145437	2.22947e-06	0.00145168	0.00145714
65536	0.0031745	2.29206e-05	0.00315314	0.00320629
131072	0.00671187	7.72942e-06	0.00670504	0.00672268
262144	0.0140292	2.57361e-05	0.014007	0.0140653
524288	0.0296627	2.96425e-05	0.0296212	0.0296884
1048576	0.0628024	0.000570184	0.0623239	0.0636037
2097152	0.130254	4.87773e-05	0.130185	0.130292
4194304	0.271962	7.34893e-05	0.271882	0.272059
8388608	0.57213	0	0.57213	0.57213
