n	mean	stddev	min	max
2	0.00182819	5.81767e-05	0.0017476	0.0018828
4	0.00238371	1.5471e-05	0.00236386	0.0024016
8	0.00363067	8.05541e-05	0.00353889	0.003735
16	0.00430209	0.000189974	0.00415482	0.00457032
32	0.00556018	0.000199533	0.00534607	0.00582641
64	0.00595281	0.000126703	0.00578873	0.00609721
128	0.00696209	4.49584e-05	0.00690173	0.00700957
256	0.00859026	0.000228183	0.00833148	0.00888661
512	0.00909067	0.000275806	0.00882051	0.0094694
1024	0.0100385	0.000228292	0.00972177	0.0102511
2048	0.0105862	0.000122558	0.0104346	0.0107347
4096	0.0119997	0.000190079	0.0118135	0.0122607
8192	0.0137435	0.000144079	0.0136007	0.0139408
16384	0.0173724	0.000681842	0.0165136	0.0181815
32768	0.0207365	0.000233233	0.0204994	0.0210536
65536	0.0273146	0.000434193	0.0268438	0.0278914
131072	0.0375413	0.000367415	0.0370218	0.0378093
262144	0.0507383	0.000204392	0.050573	0.0510263
524288	0.0671698	0.000158557	0.0669858	0.0673728
1048576	0.079515	3.63743e-05	0.0794664	0.0795539
2097152	0.0833338	2.04059e-05	0.083306	0.0833543
4194304	0.0834545	4.66985e-05	0.0834115	0.0835194
