n	mean	stddev	min	max
2	1.643e-06	1.8463e-06	3.21e-07	4.254e-06
4	2.67e-07	4.63033e-08	2.03e-07	3.11e-07
8	3.20667e-07	4.36985e-08	2.68e-07	3.75e-07
16	1.114e-06	8.21238e-07	4.31e-07	2.269e-06
32	9.32333e-07	3.08459e-07	6.22e-07	1.353e-06
64	1.97367e-06	6.44303e-07	1.25e-06	2.815e-06
128	3.91433e-06	1.04025e-06	2.58e-06	5.118e-06
256	9.14833e-06	1.77401e-06	7.047e-06	1.1386e-05
512	1.7916e-05	2.74483e-06	1.4486e-05	2.1205e-05
1024	4.51663e-05	2.53115e-06	4.2264e-05	4.8432e-05
2048	0.000108592	2.60032e-06	0.000105385	0.000111754
4096	0.000219416	1.8105e-06	0.000217223	0.000221657
8192	0.000454657	9.50571e-06	0.000445797	0.000467843
16384	0.000989653	4.69056e-06	0.000983856	0.000995344
32768	0.00198151	1.88317e-06	0.00197898	0.0019835
65536	0.00437367	3.21814e-05	0.00435028	0.00441918
131072	0.00916431	5.53147e-05	0.0091185	0.00924213
262144	0.0197164	1.71158e-05	0.0197023	0.0197405
524288	0.0412875	1.0063e-05	0.0412791	0.0413016
1048576	0.0888229	0.000393618	0.0883422	0.0893063
2097152	0.187852	0.000768928	0.187029	0.188879
4194304	0.422804	0.00155753	0.421568	0.425001
8388608	0.903156	0.0117416	0.886808	0.913851
16777216	1.97085	0	1.97085	1.97085
