n	mean	stddev	min	max
2	1.45733e-06	1.70775e-07	1.253e-06	1.671e-06
4	1.51833e-06	7.00968e-08	1.448e-06	1.614e-06
8	1.81467e-06	1.81175e-07	1.65e-06	2.067e-06
16	2.15633e-06	3.80251e-07	1.764e-06	2.671e-06
32	3.355e-06	6.82433e-07	2.647e-06	4.277e-06
64	3.80167e-06	8.62246e-07	2.741e-06	4.853e-06
128	9.76867e-06	1.58266e-06	7.756e-06	1.1623e-05
256	2.24643e-05	1.9685e-06	1.994e-05	2.4743e-05
512	5.0731e-05	2.38927e-06	4.8442e-05	5.4028e-05
1024	4.8122e-05	1.13637e-06	4.6929e-05	4.9651e-05
2048	0.000101323	7.74862e-07	0.000100619	0.000102402
4096	0.000221775	2.35827e-06	0.00021863	0.000224309
8192	0.00048006	8.13383e-07	0.000479006	0.000480986
16384	0.00106138	2.02038e-06	0.00105852	0.00106284
32768	0.00232303	2.94115e-06	0.00231919	0.00232634
65536	0.00503834	7.18874e-06	0.00503322	0.0050485
131072	0.0107994	6.66245e-06	0.0107943	0.0108088
262144	0.0231902	3.38625e-05	0.0231652	0.023238
524288	0.0497247	0.000125504	0.0496273	0.0499019
1048576	0.106448	0	0.106448	0.106448
