n	mean	stddev	min	max
2	1.22667e-06	9.24097e-08	1.11e-06	1.336e-06
4	3.441e-06	2.07616e-06	1.877e-06	6.375e-06
8	2.68167e-06	6.64322e-07	2.197e-06	3.621e-06
16	3.257e-06	6.44863e-07	2.765e-06	4.168e-06
32	4.54533e-06	1.34155e-06	3.314e-06	6.411e-06
64	3.58967e-06	7.68139e-07	2.873e-06	4.655e-06
128	4.38533e-06	9.22909e-07	3.701e-06	5.69e-06
256	4.688e-06	7.47043e-07	3.963e-06	5.716e-06
512	9.17833e-06	1.79905e-06	7.462e-06	1.1663e-05
1024	7.064e-06	6.69977e-07	6.378e-06	7.973e-06
2048	1.05917e-05	2.91457e-06	8.306e-06	1.4705e-05
4096	2.80627e-05	3.22132e-06	2.5551e-05	3.261e-05
8192	4.86737e-05	5.27116e-06	4.1555e-05	5.4149e-05
16384	9.20373e-05	6.49843e-07	9.1275e-05	9.2863e-05
32768	0.000268723	1.36347e-05	0.000250653	0.000283586
65536	0.00064956	1.52794e-05	0.000635939	0.000670898
131072	0.00157228	2.50214e-05	0.00154787	0.00160667
262144	0.00368772	5.06105e-05	0.00365184	0.0037593
524288	0.00891152	0.00028571	0.00870536	0.00931555
1048576	0.0215049	0.000397837	0.0210536	0.0220215
2097152	0.0581578	0.00114374	0.0568532	0.0596382
4194304	0.170378	0	0.170378	0.170378
