n	mean	stddev	min	max
1024	4.74333e-07	1.32749e-08	4.56e-07	4.87e-07
2048	5.93e-07	1.15181e-08	5.8e-07	6.08e-07
4096	8.52333e-07	8.21922e-09	8.43e-07	8.63e-07
8192	1.388e-06	1.34907e-08	1.372e-06	1.405e-06
16384	2.44633e-06	7.31817e-09	2.436e-06	2.452e-06
32768	4.589e-06	2.42625e-08	4.568e-06	4.623e-06
65536	9.17167e-06	6.91006e-08	9.077e-06	9.24e-06
131072	1.7556e-05	3.75322e-08	1.7503e-05	1.7585e-05
262144	3.41957e-05	5.93595e-08	3.4137e-05	3.4277e-05
524288	6.7255e-05	5.02858e-08	6.7184e-05	6.7294e-05
1048576	0.000138663	5.58403e-07	0.000137946	0.000139308
2097152	0.00043181	1.23909e-06	0.00043064	0.000433525
4194304	0.00130694	0.000184806	0.00108164	0.0015343
8388608	0.00232026	0.000285113	0.00210249	0.00272303
16777216	0.00453068	0.000136817	0.00435074	0.00468225
33554432	0.00924058	0.000212945	0.00894253	0.00942693
67108864	0.0188536	0.000199969	0.0186242	0.0191115
134217728	0.038346	0.00108214	0.0374417	0.0398673
268435456	0.07566	0.00106786	0.0747079	0.0771512
536870912	0.151879	0	0.151879	0.151879
