n	mean	stddev	min	max
1024	1.82077e-05	3.7889e-07	1.792e-05	1.8743e-05
2048	4.2422e-05	4.87692e-06	3.8969e-05	4.9319e-05
4096	0.000108319	2.01848e-05	9.3431e-05	0.000136856
8192	0.000159475	8.15285e-08	0.00015938	0.000159579
16384	0.00031918	3.18501e-07	0.000318938	0.00031963
32768	0.000617369	2.99262e-05	0.000575049	0.000638894
65536	0.00127817	4.34983e-05	0.00121673	0.00131154
131072	0.0024076	8.70013e-05	0.00228491	0.0024769
262144	0.00501338	0.00020034	0.00487056	0.0052967
524288	0.0098847	0.000134674	0.00971288	0.0100418
1048576	0.0194081	0.000379944	0.0189627	0.0198911
2097152	0.0387387	0.000350289	0.0382528	0.0390654
4194304	0.0780464	0.000457086	0.0775876	0.0786701
8388608	0.156929	0.000768181	0.156056	0.157925
16777216	0.314965	0.00266904	0.312889	0.318733
33554432	0.62694	0.00267641	0.624037	0.630495
67108864	1.25812	0	1.25812	1.25812
