n	mean	stddev	min	max
1	0.0383136	0.000453944	0.0379098	0.0389477
2	0.0212218	0.000866584	0.0205329	0.0224441
3	0.0174237	0.000396893	0.0168625	0.0177106
4	0.0158564	0.00340737	0.0114601	0.0197632
5	0.0144748	0.00219586	0.0119667	0.0173147
6	0.0166249	0.00175034	0.01502	0.0190594
7	0.0139387	0.00201112	0.0124948	0.0167828
8	0.0132557	0.00118246	0.0119194	0.0147945
9	0.0145368	0.0010997	0.0130104	0.0155582
10	0.0126668	0.00126717	0.0115696	0.0144425
11	0.0124299	0.00137652	0.0109073	0.0142417
12	0.0125051	0.00148642	0.0108639	0.0144632
13	0.0121857	0.000765877	0.0114841	0.0132511
14	0.0129008	0.000571926	0.0121205	0.0134753
15	0.0116397	2.53251e-05	0.0116137	0.0116741
16	0.0124928	0.000544978	0.011754	0.0130523
17	0.0112252	0.000371627	0.0107669	0.0116772
18	0.0115858	0.000736996	0.0106031	0.0123778
19	0.0118423	0.000759373	0.0107797	0.0125082
20	0.0114732	0.000310166	0.0110346	0.011695
21	0.0116966	0.000870116	0.0110775	0.0129271
22	0.0115471	0.000743782	0.0106995	0.0125104
23	0.0108468	3.60222e-05	0.0108206	0.0108977
24	0.0108142	0.000453444	0.0104356	0.0114517
25	0.0103394	0.000558537	0.00974232	0.0110858
26	0.0101744	0.000399276	0.00988587	0.010739
27	0.010359	0.000505039	0.00981673	0.0110327
28	0.010343	0.000557488	0.009936	0.0111313
29	0.00947888	0.00014794	0.00928514	0.00964415
30	0.00987323	0.000348528	0.00946648	0.0103177
31	0.00996617	0.000734499	0.00922119	0.0109655
32	0.0100608	0.000354174	0.00959564	0.0104542
