n	mean	stddev	min	max
2	1.268e-06	2.07081e-07	1.078e-06	1.556e-06
4	1.32367e-06	8.41124e-08	1.23e-06	1.434e-06
8	1.41033e-06	1.03093e-07	1.317e-06	1.554e-06
16	2.27433e-06	5.52709e-07	1.718e-06	3.028e-06
32	3.61333e-06	9.40842e-07	2.671e-06	4.898e-06
64	4.64267e-06	1.37257e-06	3.339e-06	6.54e-06
128	9.34233e-06	2.51539e-06	6.586e-06	1.2668e-05
256	2.0836e-05	4.23318e-06	1.6295e-05	2.6485e-05
512	4.9104e-05	7.78454e-06	4.143e-05	5.9777e-05
1024	4.5123e-05	3.61022e-06	4.1815e-05	5.0145e-05
2048	9.08993e-05	8.05604e-06	8.4546e-05	0.000102266
4096	0.000190493	8.25461e-06	0.000183435	0.000202075
8192	0.000397067	9.52387e-06	0.000390024	0.000410531
16384	0.00085684	1.05867e-05	0.000842794	0.000868352
32768	0.0018256	2.01576e-05	0.00180709	0.00185363
65536	0.00392299	4.80561e-05	0.00386587	0.00398345
131072	0.00832404	7.04934e-05	0.00824314	0.00841494
262144	0.0176693	7.56182e-05	0.0175789	0.017764
524288	0.0371537	0.000285372	0.0369065	0.0375535
1048576	0.0788773	0.000738463	0.0782947	0.0799192
2097152	0.168406	0	0.168406	0.168406
