n	mean	stddev	min	max
2	0.0104835	6.7184e-07	0.0104827	0.0104844
4	0.0104869	6.65891e-06	0.0104808	0.0104962
8	0.0105566	0.000114644	0.0104704	0.0107186
16	0.0104891	1.34458e-05	0.0104701	0.0104992
32	0.0106115	0.000171115	0.0104679	0.010852
64	0.0105782	0.000158682	0.0104653	0.0108026
128	0.0104937	4.23515e-06	0.010488	0.0104981
256	0.010959	0.000400787	0.0104904	0.0114694
512	0.0105518	7.60485e-06	0.0105425	0.0105612
1024	0.0106254	1.02939e-05	0.0106142	0.0106391
2048	0.0108067	1.17774e-05	0.0107925	0.0108213
4096	0.0112901	0.000184755	0.0111565	0.0115514
8192	0.0117657	8.8487e-05	0.0117027	0.0118909
16384	0.013706	0.000295639	0.013288	0.0139239
32768	0.0155519	2.24911e-05	0.0155357	0.0155837
65536	0.0198854	0.000300654	0.0194819	0.0202032
131072	0.0243809	0.000832368	0.0236871	0.0255513
262144	0.0349294	8.45164e-06	0.0349186	0.0349392
524288	0.0469057	0.000224482	0.046713	0.0472206
1048576	0.0536198	0.00020702	0.0533287	0.0537926
2097152	0.0542425	0.000222846	0.0540439	0.0545537
4194304	0.0545131	2.35766e-05	0.0544918	0.054546
