n	mean	stddev	min	max
2	1.18233e-06	7.82915e-08	1.124e-06	1.293e-06
4	1.359e-06	1.1291e-07	1.26e-06	1.517e-06
8	1.56633e-06	1.33832e-07	1.421e-06	1.744e-06
16	2.29833e-06	4.52221e-07	1.824e-06	2.907e-06
32	5.28233e-06	6.8611e-07	4.395e-06	6.066e-06
64	9.14133e-06	6.77109e-07	8.292e-06	9.949e-06
128	2.7372e-05	7.48914e-07	2.6319e-05	2.7997e-05
256	7.60373e-05	7.0077e-07	7.5134e-05	7.6842e-05
512	0.000214628	1.85983e-06	0.000212855	0.000217197
1024	0.000321093	4.91777e-07	0.000320571	0.000321752
2048	0.00117771	2.65745e-06	0.00117569	0.00118147
4096	0.0044843	9.01748e-06	0.00447322	0.00449531
8192	0.0174074	2.26819e-05	0.0173762	0.0174296
16384	0.0685715	5.67168e-05	0.0685027	0.0686416
32768	0.272232	0	0.272232	0.272232
