n	mean	stddev	min	max
2	0.023811	0.000995877	0.0229556	0.0252077
4	0.0230732	0.00140732	0.0220565	0.0250633
8	0.0231398	0.00115939	0.022318	0.0247794
16	0.024533	0.00142425	0.023397	0.0265414
32	0.0240497	0.00127048	0.0231464	0.0258464
64	0.0238721	0.0012934	0.0228525	0.025697
128	0.0240524	0.00132151	0.0231086	0.0259213
256	0.0250036	0.00127726	0.0239737	0.0268037
512	0.0243065	0.0013006	0.0230413	0.0260953
1024	0.0246783	0.00151683	0.023457	0.0268162
2048	0.0252963	0.00149172	0.0242402	0.0274059
4096	0.0254398	0.00134353	0.0244561	0.0273395
8192	0.0265124	0.00110415	0.0254583	0.0280372
16384	0.0274719	0.00086724	0.0265449	0.0286309
32768	0.0308075	0.00127838	0.0298701	0.032615
65536	0.0343641	0.00127771	0.0332774	0.0361577
131072	0.0408475	0.0011096	0.0399317	0.042409
262144	0.0531842	0.000809644	0.0525537	0.0543272
524288	0.0682741	0.000420125	0.0677492	0.0687776
1048576	0.0800678	0.000515199	0.0796629	0.0807948
2097152	0.0850642	0.000432573	0.0845282	0.0855876
4194304	0.0847184	0.000478221	0.0843795	0.0853947
