n	mean	stddev	min	max
2	1.837e-06	4.85381e-07	1.445e-06	2.521e-06
4	2.08867e-06	1.79147e-07	1.885e-06	2.321e-06
8	2.49533e-06	2.8322e-07	2.195e-06	2.875e-06
16	1.35467e-06	9.63754e-08	1.235e-06	1.471e-06
32	2.21267e-06	7.70339e-08	2.114e-06	2.302e-06
64	3.98133e-06	1.24478e-07	3.875e-06	4.156e-06
128	1.05397e-05	3.78193e-07	1.0005e-05	1.0819e-05
256	1.67197e-05	9.94994e-07	1.5316e-05	1.7507e-05
512	4.7075e-05	4.00963e-06	4.3885e-05	5.273e-05
1024	0.000149475	3.5403e-06	0.000145839	0.000154274
2048	0.000547057	2.2763e-06	0.000544107	0.000549648
4096	0.00214649	2.9446e-05	0.00212315	0.00218803
8192	0.00860662	6.94488e-05	0.0085295	0.00869785
16384	0.0346	0.00014646	0.0343928	0.0347058
32768	0.139594	0.000221067	0.139433	0.139907
65536	0.564252	0	0.564252	0.564252
