n	mean	stddev	min	max
1024	1.544e-06	4.7124e-08	1.503e-06	1.61e-06
2048	2.862e-06	6.68331e-09	2.855e-06	2.871e-06
4096	5.78833e-06	7.5017e-08	5.721e-06	5.893e-06
8192	1.1314e-05	2.94392e-09	1.1311e-05	1.1318e-05
16384	2.24663e-05	4.92161e-09	2.246e-05	2.2472e-05
32768	4.47553e-05	2.09974e-08	4.4726e-05	4.4774e-05
65536	8.48137e-05	3.02692e-08	8.4778e-05	8.4852e-05
131072	0.000178618	5.18609e-08	0.000178569	0.00017869
262144	0.0003584	1.7973e-07	0.000358162	0.000358596
524288	0.000697614	8.39329e-07	0.000696979	0.0006988
1048576	0.00138257	9.27384e-06	0.00137536	0.00139566
2097152	0.00276317	1.52011e-05	0.00275096	0.0027846
4194304	0.00579801	0.00033777	0.00555251	0.00627563
8388608	0.0117564	0.000518514	0.0111377	0.0124066
16777216	0.0228448	0.000173316	0.0226097	0.0230223
33554432	0.0450823	0.00031051	0.0448461	0.045521
67108864	0.0908478	0.000580562	0.0904058	0.091668
134217728	0.18099	0.000309582	0.180643	0.181395
268435456	0.360106	0.000814071	0.359146	0.361136
536870912	0.719297	0.00105857	0.718043	0.720632
1073741824	1.71088	0	1.71088	1.71088
