n	mean	stddev	min	max
1024	1.85417e-05	3.01225e-07	1.8116e-05	1.8769e-05
2048	3.29007e-05	1.35751e-07	3.2726e-05	3.3057e-05
4096	7.5008e-05	1.30673e-06	7.4083e-05	7.6856e-05
8192	0.000147645	4.10961e-09	0.00014764	0.00014765
16384	0.000283423	1.60668e-05	0.000260703	0.000295034
32768	0.000566387	3.1563e-05	0.00052175	0.000588804
65536	0.001178	8.48658e-07	0.00117737	0.0011792
131072	0.00235747	1.54847e-06	0.00235531	0.00235889
262144	0.00471325	1.17251e-06	0.00471205	0.00471484
524288	0.00942976	3.23507e-05	0.00939195	0.00947097
1048576	0.0185896	0.000206189	0.0184287	0.0188806
2097152	0.0376346	0.000176973	0.0374154	0.0378488
4194304	0.075338	0.000336687	0.0748824	0.0756857
8388608	0.150968	0	0.150968	0.150968
