n	mean	stddev	min	max
4	3.1e-07	7.87401e-09	3.03e-07	3.21e-07
8	3.04333e-07	1.4197e-08	2.91e-07	3.24e-07
16	3.16333e-07	1.63571e-08	2.97e-07	3.37e-07
32	3.32667e-07	1.668e-08	3.18e-07	3.56e-07
64	3.47667e-07	1.7932e-08	3.34e-07	3.73e-07
128	3.76333e-07	8.99383e-09	3.69e-07	3.89e-07
256	4.31667e-07	1.02089e-08	4.23e-07	4.46e-07
512	5.53333e-07	6.59966e-09	5.44e-07	5.58e-07
1024	7.88667e-07	1.13235e-08	7.77e-07	8.04e-07
2048	1.26233e-06	9.46338e-09	1.249e-06	1.27e-06
4096	2.19033e-06	3.44125e-08	2.166e-06	2.239e-06
8192	4.02567e-06	1.15566e-08	4.017e-06	4.042e-06
