n	mean	stddev	min	max
2	0.220385	0.000212816	0.220108	0.220626
4	0.22025	7.05982e-05	0.220151	0.220308
8	0.220206	3.79531e-05	0.220154	0.220245
16	0.220247	0.000150947	0.220082	0.220447
32	0.220278	0.000144945	0.220102	0.220457
64	0.220267	0.000151926	0.220136	0.22048
128	0.220441	8.92198e-05	0.220358	0.220564
256	0.220282	8.78589e-05	0.220177	0.220392
512	0.22037	0.0001824	0.220115	0.22053
1024	0.220239	3.98712e-05	0.220192	0.220289
2048	0.220313	0.00027824	0.220075	0.220703
4096	0.220151	0.000140271	0.219992	0.220333
8192	0.220252	0.00010501	0.220108	0.220356
16384	0.220266	0.000141877	0.220165	0.220467
32768	0.220259	0.000119694	0.220164	0.220428
65536	0.220428	0.00023168	0.220107	0.220646
131072	0.220168	5.74142e-05	0.220112	0.220247
262144	0.220321	0.000106144	0.220183	0.220441
524288	0.220444	0.000206448	0.220153	0.220609
1048576	0.220317	0.000187147	0.220128	0.220572
2097152	0.221163	0.000598944	0.220343	0.221756
4194304	0.220122	7.47497e-05	0.220064	0.220228
