n	mean	stddev	min	max
1024	7.00667e-07	1.00884e-07	6.21e-07	8.43e-07
2048	9.41333e-07	1.33e-08	9.3e-07	9.6e-07
4096	1.56133e-06	1.34743e-08	1.543e-06	1.575e-06
8192	2.81167e-06	1.77451e-08	2.792e-06	2.835e-06
16384	5.26067e-06	2.4608e-08	5.229e-06	5.289e-06
32768	1.02483e-05	3.52357e-08	1.02e-05	1.0283e-05
65536	2.39387e-05	2.08697e-06	2.2229e-05	2.6877e-05
131072	3.99997e-05	2.39072e-08	3.9973e-05	4.0031e-05
262144	7.988e-05	6.10364e-07	7.9433e-05	8.0743e-05
524288	0.00025527	1.4019e-05	0.000237726	0.000272039
1048576	0.000454653	0.000162219	0.000338999	0.000684063
2097152	0.000821544	7.66364e-05	0.000766563	0.00092992
4194304	0.0018224	0.000127389	0.00171868	0.00200183
8388608	0.00367098	3.69223e-05	0.00362024	0.00370703
16777216	0.00783122	0.00056616	0.00736427	0.00862796
33554432	0.0148523	0.000290769	0.0145958	0.0152589
67108864	0.0303683	0.000881567	0.0296666	0.0316116
134217728	0.0600516	0.000827033	0.059266	0.0611948
268435456	0.120939	0	0.120939	0.120939
