n	mean	stddev	min	max
4	3.50333e-07	7.61854e-08	2.93e-07	4.58e-07
8	3.08667e-07	7.36357e-09	3e-07	3.18e-07
16	3.09333e-07	1.83545e-08	2.9e-07	3.34e-07
32	3.12667e-07	9.03081e-09	3.01e-07	3.23e-07
64	3.04333e-07	8.21922e-09	2.95e-07	3.15e-07
128	3.13333e-07	9.39267e-09	3.02e-07	3.25e-07
256	3.18e-07	9.62635e-09	3.08e-07	3.31e-07
512	3.38667e-07	1.10252e-08	3.25e-07	3.52e-07
1024	3.79e-07	9.89949e-09	3.68e-07	3.92e-07
2048	4.32333e-07	7.93025e-09	4.24e-07	4.43e-07
4096	5.61667e-07	9.74109e-09	5.52e-07	5.75e-07
8192	8.16e-07	1.34412e-08	8.06e-07	8.35e-07
