n	mean	stddev	min	max
2	6.35e-07	1.3444e-07	5.34e-07	8.25e-07
4	7.03333e-07	5.27405e-08	6.33e-07	7.6e-07
8	7.47667e-07	6.52806e-08	6.86e-07	8.38e-07
16	1.008e-06	1.55158e-07	8.59e-07	1.222e-06
32	1.52133e-06	3.14287e-07	1.179e-06	1.938e-06
64	2.694e-06	6.58623e-07	1.948e-06	3.55e-06
128	5.964e-06	4.97701e-07	5.449e-06	6.637e-06
256	1.29213e-05	1.10839e-06	1.1695e-05	1.438e-05
512	3.06373e-05	2.35373e-06	2.8431e-05	3.3899e-05
1024	7.10363e-05	4.19234e-06	6.7182e-05	7.6865e-05
2048	0.000144993	4.1595e-06	0.000139501	0.000149564
4096	0.000311451	1.12422e-05	0.000302262	0.000327282
8192	0.000658234	4.39617e-06	0.000652136	0.000662331
16384	0.00141482	8.43606e-06	0.0014051	0.00142567
32768	0.00302592	1.13785e-05	0.00301131	0.00303907
65536	0.00646623	2.43642e-05	0.00644522	0.00650039
131072	0.0139433	3.73414e-06	0.013938	0.0139462
262144	0.0302591	1.78834e-05	0.030238	0.0302817
524288	0.065527	1.44502e-05	0.0655134	0.065547
1048576	0.139508	2.52821e-05	0.139475	0.139536
2097152	0.300387	0.000475063	0.299968	0.301051
4194304	0.644862	0.000487277	0.644317	0.645499
8388608	1.4552	0.0192584	1.4398	1.48235
16777216	3.39728	0	3.39728	3.39728
