n	mean	stddev	min	max
2	3.25033e-06	3.0084e-06	1.05e-06	7.504e-06
4	1.08867e-06	5.82943e-08	1.022e-06	1.164e-06
8	1.17633e-06	8.00056e-08	1.069e-06	1.261e-06
16	2.43e-06	5.28676e-07	1.994e-06	3.174e-06
32	3.90567e-06	2.15987e-06	2.242e-06	6.956e-06
64	3.746e-06	5.4577e-07	3.269e-06	4.51e-06
128	7.02933e-06	8.28197e-07	6.052e-06	8.077e-06
256	1.50447e-05	1.48972e-06	1.3215e-05	1.6864e-05
512	2.819e-05	1.85397e-06	2.5962e-05	3.0501e-05
1024	6.98203e-05	5.49969e-06	6.463e-05	7.7432e-05
2048	0.000133983	1.9968e-06	0.000131526	0.000136417
4096	0.000305215	7.75218e-06	0.00029734	0.000315758
8192	0.000627656	1.07984e-06	0.000626339	0.000628984
16384	0.00139499	8.22514e-06	0.00138823	0.00140657
32768	0.00290573	1.87959e-06	0.00290321	0.00290772
65536	0.00630813	1.45943e-05	0.00628997	0.00632571
131072	0.0131999	1.05932e-05	0.0131869	0.0132129
262144	0.0285646	5.50802e-06	0.0285569	0.028569
524288	0.0593286	9.12505e-06	0.0593167	0.0593388
1048576	0.127447	2.82268e-05	0.127422	0.127486
2097152	0.263558	8.46678e-05	0.26344	0.263635
4194304	0.564511	0.000250547	0.56424	0.564844
8388608	1.18692	0.00209116	1.18401	1.18882
16777216	2.59004	0	2.59004	2.59004
