n	mean	stddev	min	max
2	0.0384115	7.51391e-05	0.0383263	0.0385091
4	0.0386119	6.59018e-05	0.0385487	0.0387028
8	0.0388977	1.29395e-05	0.0388874	0.038916
16	0.0391372	5.82052e-05	0.0390903	0.0392192
32	0.0401412	0.000159143	0.0399161	0.0402568
64	0.0404122	0.000164348	0.0402178	0.0406197
128	0.0406974	0.000114991	0.0406102	0.0408598
256	0.0414478	0.000124861	0.0412954	0.0416013
512	0.0417163	9.24893e-05	0.0416329	0.0418453
1024	0.0423613	9.49256e-05	0.0422636	0.0424899
2048	0.0428839	0.000123364	0.0427933	0.0430584
4096	0.0436892	8.80763e-05	0.0436138	0.0438128
8192	0.0447885	7.04774e-05	0.0447128	0.0448825
16384	0.0465832	8.16612e-05	0.0465217	0.0466986
32768	0.0505938	0.000637672	0.0500499	0.0514887
65536	0.0553981	5.2697e-05	0.0553574	0.0554725
131072	0.065926	0.000313901	0.0655196	0.0662839
262144	0.0814267	0.000336418	0.080989	0.081807
524288	0.098279	8.7995e-05	0.0982161	0.0984034
1048576	0.113848	8.26368e-05	0.113754	0.113955
2097152	0.11905	0.000131618	0.118923	0.119231
4194304	0.11936	0.000208212	0.119098	0.119607
