n	mean	stddev	min	max
1024	3.05937e-05	7.29658e-07	2.9625e-05	3.1386e-05
2048	5.7237e-05	8.32276e-07	5.6557e-05	5.8409e-05
4096	0.000113945	8.04102e-07	0.000112975	0.000114944
8192	0.000229096	3.9804e-07	0.000228643	0.000229612
16384	0.000453915	3.10615e-06	0.000451349	0.000458286
32768	0.000909395	5.82222e-06	0.000905115	0.000917627
65536	0.00181747	4.0722e-06	0.0018123	0.00182226
131072	0.00362962	5.81404e-06	0.00362229	0.00363652
262144	0.00724687	2.9938e-06	0.00724271	0.00724964
524288	0.0144908	1.40671e-05	0.0144768	0.01451
1048576	0.0289894	3.83965e-05	0.0289553	0.0290431
2097152	0.0583279	0.000224046	0.0580332	0.058576
4194304	0.116035	6.39308e-05	0.115985	0.116125
8388608	0.232103	3.9355e-05	0.232059	0.232155
16777216	0.464516	4.679e-05	0.464459	0.464574
33554432	0.929694	0.000512899	0.929084	0.930339
67108864	1.85929	0.0041711	1.85624	1.86518
134217728	3.72271	0	3.72271	3.72271
