n	mean	stddev	min	max
2	0.000829923	4.10378e-05	0.00079588	0.00088765
4	0.000802165	1.555e-05	0.000788653	0.000823947
8	0.000789584	5.36114e-06	0.000782009	0.000793643
16	0.000801638	7.8618e-06	0.000792282	0.000811518
32	0.00079719	1.20782e-05	0.00078702	0.00081416
64	0.000795154	4.24761e-06	0.000790052	0.000800451
128	0.000796133	7.80762e-06	0.000785262	0.000803242
256	0.000791054	2.05635e-06	0.000788534	0.000793571
512	0.000795838	9.5973e-06	0.000787568	0.000809293
1024	0.000806507	7.64975e-06	0.0007985	0.000816811
2048	0.0009362	1.19542e-05	0.000920598	0.000949639
4096	0.000955097	3.48252e-05	0.000912462	0.000997766
8192	0.000931164	6.96755e-06	0.000921319	0.000936443
16384	0.000981534	6.71098e-07	0.000980592	0.000982107
32768	0.00107838	1.16376e-05	0.00106248	0.00109002
65536	0.00154142	2.13508e-05	0.00151473	0.00156699
131072	0.00174617	2.12212e-05	0.00172017	0.00177215
262144	0.00278257	7.25483e-06	0.00277332	0.00279104
524288	0.00383805	0.000118639	0.00367897	0.00396378
1048576	0.00586835	7.00632e-05	0.00579015	0.00596015
2097152	0.00915368	4.56736e-05	0.00911357	0.00921758
4194304	0.0172222	5.00279e-05	0.0171607	0.0172833
8388608	0.0331291	1.89883e-05	0.0331123	0.0331556
16777216	0.0692509	0.000286931	0.0690392	0.0696565
33554432	0.129029	0.00108497	0.128184	0.130561
67108864	0.270598	0.0109233	0.25515	0.278403
134217728	0.551217	0.0132245	0.532515	0.560683
268435456	1.10967	0.013315	1.09088	1.12007
