n	mean	stddev	min	max
2	2.162e-06	2.23254e-06	5.47e-07	5.319e-06
4	6.23333e-07	3.06848e-08	5.92e-07	6.65e-07
8	7.45e-07	2.09921e-08	7.16e-07	7.65e-07
16	1.93933e-06	4.74463e-07	1.568e-06	2.609e-06
32	3.29533e-06	8.01636e-07	2.723e-06	4.429e-06
64	5.24967e-06	7.08068e-07	4.621e-06	6.239e-06
128	1.0498e-05	9.89216e-07	9.115e-06	1.1372e-05
256	2.029e-05	1.83302e-06	1.8253e-05	2.2697e-05
512	3.98967e-05	2.81578e-06	3.6999e-05	4.3711e-05
1024	8.67347e-05	2.31716e-06	8.3614e-05	8.9161e-05
2048	0.000173231	7.66195e-06	0.000167131	0.000184037
4096	0.000366271	3.07948e-06	0.00036216	0.000369571
8192	0.00075035	7.38999e-06	0.000744151	0.000760736
16384	0.00162461	8.6654e-06	0.00161541	0.00163622
32768	0.00338265	5.7297e-06	0.00337459	0.00338735
65536	0.00723923	2.52385e-05	0.00720586	0.00726688
131072	0.0151222	2.29736e-05	0.01509	0.0151421
262144	0.0324135	0.000126761	0.0323181	0.0325927
524288	0.0673138	7.41847e-05	0.0672563	0.0674185
1048576	0.143303	1.80395e-05	0.14328	0.143324
2097152	0.296621	0.000145876	0.296506	0.296827
4194304	0.630964	0.00165542	0.629017	0.633064
8388608	1.33036	0.00092699	1.32935	1.33159
16777216	2.86523	0	2.86523	2.86523
