n	mean	stddev	min	max
1024	2.24447e-05	6.28854e-07	2.2e-05	2.3334e-05
2048	4.2e-05	0	4.2e-05	4.2e-05
4096	8.2333e-05	1.35525e-20	8.2333e-05	8.2333e-05
8192	0.000162889	1.56978e-07	0.000162667	0.000163
16384	0.000323889	1.56978e-07	0.000323667	0.000324
32768	0.000644666	0	0.000644666	0.000644666
65536	0.00128644	1.57214e-07	0.00128633	0.00128667
131072	0.00271344	4.95912e-05	0.002648	0.002768
262144	0.00567722	0.000103159	0.00553133	0.00575067
524288	0.0109103	0.000122393	0.010819	0.0110833
1048576	0.0216072	0.000336809	0.0211537	0.02196
2097152	0.0435687	0.000353188	0.043272	0.044065
4194304	0.0923201	0.00577162	0.086986	0.100338
