n	mean	stddev	min	max
2	1.889e-06	1.56978e-07	1.667e-06	2e-06
4	1.77767e-06	1.57214e-07	1.666e-06	2e-06
8	2.55567e-06	3.14191e-07	2.333e-06	3e-06
16	3.66667e-06	4.71405e-10	3.666e-06	3.667e-06
32	5.66667e-06	4.71169e-07	5.333e-06	6.333e-06
64	1.18887e-05	3.14191e-07	1.1666e-05	1.2333e-05
128	2.42223e-05	1.49868e-06	2.2334e-05	2.6e-05
256	5.98887e-05	9.04416e-06	5.3e-05	7.2666e-05
512	0.000109778	3.55239e-06	0.000106333	0.000114667
1024	0.000241111	3.22421e-06	0.000238667	0.000245667
2048	0.000522667	1.52534e-05	0.000505667	0.000542667
4096	0.00111944	2.44349e-05	0.001102	0.001154
8192	0.00257422	5.72947e-05	0.00252833	0.002655
16384	0.006517	0.000371486	0.006072	0.00698133
32768	0.0172302	0.00168445	0.0148953	0.0188067
65536	0.0371479	0.00399381	0.031505	0.0401793
131072	0.0781691	0.00906879	0.0685417	0.090321
262144	0.218865	0	0.218865	0.218865
