n	mean	stddev	min	max
2	2.77767e-06	1.09979e-06	2e-06	4.333e-06
4	2.44467e-06	6.84629e-07	1.667e-06	3.333e-06
8	2.44433e-06	1.56743e-07	2.333e-06	2.666e-06
16	3.111e-06	1.56978e-07	3e-06	3.333e-06
32	5.55567e-06	1.03031e-06	4.667e-06	7e-06
64	1.11107e-05	1.1329e-06	1e-05	1.2666e-05
128	2.2444e-05	8.3145e-07	2.1333e-05	2.3333e-05
256	5.2111e-05	1.64052e-06	5e-05	5.4e-05
512	0.000115333	1.24722e-06	0.000114	0.000117
1024	0.000259778	2.52847e-06	0.000256334	0.000262333
2048	0.000606667	1.4924e-05	0.000594334	0.000627666
4096	0.00130833	7.78884e-06	0.00129933	0.00131833
8192	0.00310189	2.85066e-05	0.00307833	0.003142
16384	0.00712022	0.000328776	0.006827	0.00757933
32768	0.0155883	0.000170611	0.0153517	0.0157473
65536	0.0358663	0.00110968	0.034485	0.037202
131072	0.0835991	0.00587467	0.07667	0.0910333
262144	0.176492	0	0.176492	0.176492
