n	mean	stddev	min	max
1024	5.7111e-05	1.56978e-07	5.7e-05	5.7333e-05
2048	0.000114	0	0.000114	0.000114
4096	0.000229889	1.56978e-07	0.000229667	0.00023
8192	0.000459889	1.10002e-06	0.000458666	0.000461333
16384	0.000939889	2.72591e-06	0.000936667	0.000943333
32768	0.00189689	3.44609e-06	0.00189233	0.00190067
65536	0.00378222	1.65787e-05	0.00377033	0.00380567
131072	0.00813344	0.000318125	0.00782	0.00856967
262144	0.0168798	0.00135134	0.0155913	0.0187463
524288	0.0322531	0.000588032	0.0314253	0.032736
1048576	0.0653699	0.0011829	0.0641813	0.0669837
2097152	0.132335	0	0.132335	0.132335
