n	mean	stddev	min	max
2	0.193942	0.00767508	0.186057	0.204344
4	0.215048	0.00948387	0.203226	0.226445
8	0.227267	0.00399344	0.223162	0.232678
16	0.255486	0.0140495	0.242817	0.275076
32	0.278457	0.00527435	0.271365	0.284004
64	0.306084	0.0160075	0.287483	0.326558
128	0.325396	0.00921425	0.312406	0.332779
256	0.349404	0.00291937	0.345276	0.351535
512	0.373672	0.00751628	0.363366	0.381079
1024	0.418526	0.0108093	0.404109	0.430135
2048	0.465573	0.00211186	0.463277	0.468375
4096	0.51253	0.0123299	0.497502	0.527703
8192	0.577828	0.0115759	0.562152	0.589753
16384	0.626094	0.0138554	0.608776	0.642692
32768	0.724314	0.0185301	0.700003	0.744941
65536	0.807397	0.0136423	0.788429	0.819935
131072	0.849259	0.017085	0.832653	0.872761
262144	0.903732	0.00583941	0.897028	0.91126
524288	1.00015	0.00612191	0.994922	1.00874
1048576	0.995182	0.012495	0.977829	1.00675
2097152	1.01802	0.0155521	0.996174	1.03114
4194304	1.00452	0.00620025	0.998131	1.01292
