n	mean	stddev	min	max
1024	9.44433e-06	1.34243e-06	8.333e-06	1.1333e-05
2048	1.58887e-05	1.03031e-06	1.5e-05	1.7333e-05
4096	2.8222e-05	1.56978e-07	2.8e-05	2.8333e-05
8192	5.5e-05	0	5.5e-05	5.5e-05
16384	0.000107667	4.71405e-10	0.000107666	0.000107667
32768	0.000214445	1.81203e-06	0.000213	0.000217
65536	0.00043	6.84755e-06	0.000424667	0.000439667
131072	0.000872667	1.49837e-05	0.000857334	0.000893
262144	0.001792	1.26169e-05	0.00177967	0.00180933
524288	0.00353878	3.34182e-05	0.00349633	0.003578
1048576	0.00897967	0.0019046	0.006896	0.0114997
2097152	0.0144864	0.000614007	0.0137353	0.0152393
4194304	0.0281518	0.0009188	0.027393	0.0294447
8388608	0.057551	0.0023967	0.055254	0.060858
16777216	0.118702	0	0.118702	0.118702
