n	mean	stddev	min	max
2	3e-06	7.20134e-07	2.333e-06	4e-06
4	3.11067e-06	8.74946e-07	2.333e-06	4.333e-06
8	3.44433e-06	1.56743e-07	3.333e-06	3.666e-06
16	5.33333e-06	4.71405e-10	5.333e-06	5.334e-06
32	8.11133e-06	8.74481e-07	7.334e-06	9.333e-06
64	1.35557e-05	6.28382e-07	1.2667e-05	1.4e-05
128	2.51113e-05	8.75243e-07	2.4333e-05	2.6334e-05
256	4.91113e-05	1.64057e-06	4.7e-05	5.1e-05
512	0.000107	1.72066e-05	9.4667e-05	0.000131333
1024	0.000201667	4.71381e-06	0.000198333	0.000208333
2048	0.000425889	1.37826e-05	0.000415	0.000445334
4096	0.001101	4.1956e-05	0.001051	0.00115367
8192	0.00222744	5.17905e-05	0.00218933	0.00230067
16384	0.00485878	8.62663e-05	0.004747	0.004957
32768	0.01017	0.000128245	0.0100763	0.0103513
65536	0.0220072	0.000223059	0.0216923	0.022181
131072	0.0641889	0.00897348	0.051501	0.0707523
262144	0.134446	0	0.134446	0.134446
