n	mean	stddev	min	max
2	2.667e-06	8.16497e-07	1.667e-06	3.667e-06
4	2.22233e-06	5.66449e-07	1.667e-06	3e-06
8	2.66667e-06	4.71405e-10	2.666e-06	2.667e-06
16	3.77767e-06	1.57214e-07	3.666e-06	4e-06
32	6.333e-06	5.44603e-07	5.666e-06	7e-06
64	1.28893e-05	1.03059e-06	1.2e-05	1.4334e-05
128	2.64443e-05	1.22727e-06	2.5e-05	2.8e-05
256	5.3333e-05	2.59614e-06	5e-05	5.6333e-05
512	0.000112556	3.59325e-06	0.000108667	0.000117333
1024	0.000243111	2.85882e-06	0.000239667	0.000246667
2048	0.000510555	6.2794e-06	0.000505	0.000519333
4096	0.00110755	1.05843e-05	0.00109367	0.00111933
8192	0.00318411	0.000494053	0.00256067	0.003769
16384	0.00604111	0.000259243	0.00581833	0.00640467
32768	0.0135972	0.000650577	0.0130253	0.0145073
65536	0.0292491	8.98185e-05	0.0291737	0.0293753
131072	0.0695288	0.000867157	0.0683287	0.0703473
262144	0.171798	0	0.171798	0.171798
